text,label
addition tulikivi corporation also currently member board following companies altia corporation jrvisuomen portti osuuskunta osuuskunta kpy profile vehicles oy voimatel oy,1
insurance policies simple,1
group said intends initiate within year process buyout minority shareholders ragutis aim becoming sole owner company,1
tekla group net sales approximately million euros operating result million euros,1
order also covers design services hardware software licences well maintenance services six years,1
result merger largest professional electronics telecommunications technology contract manufacturing center finland formed sievi,1
network test business part elektrobit test automation business segment employs people finland people abroad mainly us asia,1
return investment compared negative,2
ramirent danish subsidiary ramirent today signed agreement acquire business assets machinery rental company jydsk materiel udlejning located west jutland,2
aim ceo qa sessions give clarity information made public already earlier,1
srv raise holding company summer majority,2
last year finnair recorded percent growth asian sector carrying million passengers two continents,2
tekla structures product box needed made recycled material,1
finnish broadband data communication systems provider teleste oyj hel tltv said yesterday returned net profit eur million usd first nine months versus net loss eur period,2
program included operational improvements reductions personnel mainly netherlands,1
part plan board directors decided transfer maximum shares held company share issue payment directed aspo management oy holding company acquired management,1
rushydro agreement transfer stakes oesk five ercs trust management inter rao,1
international operations accounted net sales,1
founded fiskars years product quality excellence finland oldest company,1
would huge process,1
airline targeting travel agents tour operators travel management companies raise awareness first targeting consumers added,1
sampo plc jarmo salonen head investor relations group communications tel distribution nasdaq omx helsinki principal media financial supervisory authority wwwsampocom announcement distributed thomson reuters behalf thomson reuters clients,1
componenta objective agreement increase business existing production lines,2
geneva feb tero aaltonen finland developed radio resource control method,1
design team long admired marimekko vivid patterns colors,2
helsinki thomson financial kemira growhow swung profit first quarter earnings improved sales especially fertilizer business europe normally stronger first quarter,2
stichting pensioenfonds abp shares representing share capital voting rights,1
elisa commissioned finland poyry telecom oy conduct study reception estonia largest cities besides tallinn,1
lifted veil various types customer designs phones result social stereotyping taken fine art,1
press conference lattelecom board chairman nils melngailis explained blackstone chosen experience sector well financial strength,2
purchase sites worth million thames gateway provide homes,1
tornio works employs scope fixedperiod parttime temporary layoffs apriloctober period,0
significant challengers market logset samporosenlew,1
committee proposes following remuneration monthly remuneration eur chairman eur deputy chairman eur board members,1
part eseries business promise nokia e equipped variety email solutions small stylised package said dave grannan general manager enterprise solutions nokia,1
following registration number issued outstanding shares basware,1
net profit period euro million,1
finnish insurance company fennia kesko group ending loyal customer cooperation,0
eqt completed exit salcomp finnish company makes mobile phone chargers selling remaining stake swedish investment group nordstjernan euro million million,1
unlisted british biologicals makes b proteins diseasespecific supplements cover diabetes hepatitis asthma cardiovascular ailments,1
personnel expertise high level technology play major role exel composites operations,1
capman finnish alternative asset manager made acquisition helsinkifocused vehicle real estate fund fund bought sevenstory office built underwent refurbishment end,1
fair value capman plc investments september amounted meur,1
last quarter componenta net sales doubled eurm eurm period year earlier moved zero pretax profit pretax loss eurm,2
feeling quite positive region whole,2
milan afx italian shipping group grimaldi increased stake finnish company finnlines pct pct held june according news agency ansa,1
please inform ir johanna koskinen participation no later april telephone conference financial analysts investors conducted english begin pm finnish time eet,1
adpnews feb finnish real estate investor sponda oyj hel sdav said today slipped net loss eur million usd profit eur million,0
eero katajavuori currently group vice president human resources take yearlong sabbatical starting october,1
net sales however increase,2
finnish forest machinery manufacturer ponsse issued profit warning,0
pm omx helsinki pct omx helsinki pct lower mln eur turnover,0
efficiency improvement measures january finnish stationery gift retailer tiimari hel tiiv said today continue improve operational efficiency focusing profitable core operations,2
ahlstrom share quoted nasdaq omx helsinki,1
company publish financial statement february,1
sales tiimari segment fell yearonyear eur june,0
decisions made quickly possible,1
established srv group private finnish construction concern operations finland baltic countries russia,1
helsinki thomson financial mreal said exercise option buy mw natural gas power plant land kyroskoski finland around mln eur kyro oyj,2
company board directors propose dividend eur annual general meeting,1
finnish lifting equipment maker konecranes oyj said july net profit rose mln euro mln first half mln euro mln period,2
rapala excited partnering rbff industry leaders holiday promotion,1
divestment line company plans focus selected growth segments streamline corporate structure company explained,2
eb hold exclusive rights market new entity product,1
together yahoo nokia said continue deliver internet experiences address core needs consumers developers operators advertisers,1
ssh communications security corporation headquartered helsinki finland,1
online ice chart shows no ice area estonia sea ports coast gulf finland,1
efore plant saarijarvi central finland one largest employers region,1
tekla structures installation built according microsoft requirements windows certification company added,1
thus group balance sheet eur goodwill company added,1
decision resolve meego stronger continued,2
warmly welcome,1
revenues time grew percent million euros,2
confirmed view july,1
company profit totaled ls,1
reuse back pet bottles also steadily increased rate use strapping tape picked dip petcore said previously,2
one uponor promising future products hydronic cooling system,2
manufacture cpps undertaken existing export oriented unit eou wartsila factory khopoli near mumbai,1
market share widened percent percent year earlier,2
driver left car suspect kidnapped forced gunpoint drive durham,0
according scanfil demand telecommunications network products fluctuated significantly third quarter situation expected remain unstable rest year,0
agreement pfizer funding biotie research activities pde phosphodiesterase inhibitor program since start late sole authority develop discovered compounds,1
harju elekter founded leading producer electrical equipment materials baltic states,1
shares represented total share capital total voting rights,1
utility also provide services related electricity management hedging trades risk management reporting,1
shares acquired accordance section rules nasdaq omx helsinki rules applicable acquisition shares,1
finnish rautaruukki engineering division ruukki engineering reorganise operations mo rana plant norway,1
earlier reported nokian tyres building plant town vsevolozhsk russia leningrad region annual production capacity million tires,1
representative body swedish meats approved improved offer finnish hk ruokatalo acquire company,2
relocation ragot already started completed next weeks waterqueen tortue moves planned mid vmc europe third quarter,1
operating profit eur mn eur mn,2
firm generated sales mln eur,1
said contract estimated contribute eurm net sales,2
value firm forestry holdings increased sek bn,2
helsinki finland sept globe newswire ixonos plc expands company smartphone rd services establishes new nextgeneration smartphone design unit connection ixonos site jyvaeskylae,2
deal likely bring savings eur mnmn,2
estonia agriculture minister helirvaldor seeder finland twoday visit course meet finnish counterpart sirkkaliisa anttila,1
sweden oversupply pharmacies,0
purchase pay solutions enable companies gain visibility control businesscritical financial processes,1
first time finnair awarded agreement uk government,2
wins acceptance december finnish industrial machinery company metso oyj hel meov said today complete takeover offer textile company tamfelt oyj abp hel tafks acquiring shares votes,1
ms laakso responsible hkscan hr functions development group smarket areas,1
building home improvement trade sales decreased totalling eur mn,0
addition indian market new plant serve salcomp customers globally company said,2
cash flow operations recent quarter also reached eight year low,0
insurance division turned eurm profit,1
altimo previously agreed similar deal telenor merge stakes vimpelcom kyivstargsm,1
stockmann department store total floor space square metres stockmann investment project price tag eur million,1
local waste management company turun seudun jtehuolto planned set tonne wasteburning facility,1
nasdaqlisted yahoo inc introduced new service enables malaysians take favorite internet content services mobile phones,2
companies signed letter intent sale september envisaged seal actual agreement january,1
total capacity factory approximately engines year,1
finnish samporosenlew manufactures approximately seven forest machines monthly half machines exported,1
nordea sees return positive growth baltic countries,2
operating profit totalled eur mn eur mn year,0
contrast company net loss third quarter contracted eur million eur million corresponding period year ago,2
grew finland norway denmark baltic countries,1
natural source isoprene tree species hevea brasiliensis also known rubber tree,1
opening portal part expansion strategy alma media marketplaces business unit,1
company turnover amounted meur,1
itunesbased material accessible windowsbased macintosh computers transferable portable devices including apple ipods,2
order included wartsila order book second quarter company added,1
difficult become google analytics channel partner,1
customer forwarded site unknown logged first number,1
market share percent according ac nielsen data,1
atria said offer would give swedish company continued ownership control slaughtering cutting operations,1
acquisition basware preliminary pro forma net sales amount eur mn preliminary pro forma operating profit amounts eur mn,1
unit planned operational second half full stream,1
composite body coated hard coating layer produced thermal spraying coating ground,1
turbines expected launched end,1
german commerzbank ag hamburg branch us jp morgan nyse jpm participated arrangers dutch ing ams inga coarranger,1
implementation programs negative impacts earnings mr meiklejohn said,0
company strength apetit brand,2
previously projected figure slightly lower,1
work assignment already started due completion spring,1
anttila online department store netanttila established position bestknown visited shopped online store finland,1
approximately dwt vessel ordered india,1
social networking locationbased service trends comprise significant share internet traffic today appealing mid users,1
jeder betatester erhlt kostenlos sechs monate lang updates und hat laut eigener aussage die mglichkeit die finale version zu beeinflussen,1
authorization force period months resolution general meeting,1
clothing chain seppl net sales increased eur mn,2
finnish textiles clothing company marimekko corporation omx helsinki mmov reported wednesday november operating profit eur net sales eurm period january september,1
music provided major international regional labels including universal music group sony music entertainment warner music emi music rotana mazzika melody music platinum records leading content aggregator orchard well thousands independent labels,1
planned set class business center two top storeys complex,1
pohjola act manager issue bond listed nasdaq omx helsinki ltd,1
agreed company board directors available advisory role,1
bond value eurm maturity years,1
finnish publisher alma media hel alnv said wednesday decided extend eur usd apiece mandatory tender offer media group talentum hel ttmv started august november,1
company said started investigate streamlining operations order meet tightening competition mobile phone charger market,2
stockholm march cybercom cybercom group hightech consultancy offers global sourcing endtoend solutions,1
london afx intertek group plc testing inspection company said commercial electrical division bought finlandbased company natlabs oy etteplan oyj mln eur cash,1
aspocomp said spin chinese indian units equipment salo plant finland newlyformed unit sell hong konglisted meadville,1
order valued usd,1
one one time targeted june guess pushed back maybe crazy feel like nt leaked enough meet date point,1
see new post inspiring challenge,1
pharmaceuticals netherlands brandnew market analysis gives clear overview actual situation future outlook pharmaceutical market netherlands,1
adjusting present situation cutting capacity costs without however jeopardising asia strategy longer term,1
kone shares dropped percent xac us helsinki,0
business sales euro million million responsible sales marketing lanxess paper chemicals business kemira bought euro million early year cw jan p,1
appointments force new ceo appointed,1
patrick jeambar also continue responsible innovation health safety environment hsea functions ahlstrom corporation,1
beers olvi retained market position,1
tiimari latvian representative ineta zaharova said company earned lvl profit times,2
efore ceo reijo maihaniemi said company developed already delivered power supply units respective systems based technology chinese sector company zte corp,1
maximum grade veneer yield calculated based dimensions grades veneer products well iterating places peeling axes simulating peeling process,1
nokia announced launch bicycle charger kit compatible nokia phones mm charging interface,1
solvency capital ratio companies times solvency limit,1
igor oleg yankov currently manage moron vitim hold onto stake,1
according schmardin nordea likely try win customers pension fund providers,2
finnish forest machinery equipment maker ponsse oyj said october deliver total cuttolength method forest machines harvester heads brazilian paper maker bahia pulp unnamed uruguayan wood harvesting contractors,2
operates three distinct brands united supermarkets market street united supermercado,1
meantime ceo duties assumed outotec deputy ceo seppo rantakari,1
according nordic financial group nordea analyst sami sarkamies makes nokia portfolio competitive,2
one opportunities would bring baltic meat processing rakvere like processing concentrated vantaa meatpacking unit finland paper wrote,1
july market cap segments updated according average price may,1
finnish mreal kyro mill starting negotiations cut staff,0
growth activeness talentum customers started end continued reporting period company stated,2
sanoma magazines expects net sales level,1
global markets direct pohjola bank plc financial analysis review indepth business financial analysis pohjola bank plc,1
platen edges contact band provided seal protrusion directed towards middle area platen means provided exert maintain pressure volume defined platen band seal,1
technopolis st petersburg telecommunications university russian support fund legislative initiatives signed protocol intent may year set technopark st petersburg base st petersburg telecommunications university,1
capital structure solidium may complemented financial instruments future,1
company turned earnings per share eps eur versus loss per share eur,2
meanwhile nokia said able deliver complete range services deployment operations consulting integration managed services result buyout,2
new production lines novator mill veliky ustjug vologda oblast sveza change current birch plywood production targeting domestic market produce overlaid birch plywood global market,1
talvivaara mining company plc talvivaara mining lse talv finlandbased nickel mining business installed second production line metals recovery plant june,1
rautaruukki corporation stock exchange release december noon ruukki construction engineering divisions improve adjust operations finland,2
according vauramo plant lifting equipment suitable asian chinese trucks,1
elisa corporation headquartered helsinki finnish telecomms company offering private corporate customers comprehensive range telecomms services,1
renovation biggest moulding line orhangazi foundry modern line europe,2
last month outokumpu sold percent technology unit outokumpu technology oyj strategic goal becoming world largest stainless steel maker,2
company also estimates already carried investments lead increase net sales reached eur million,2
agreement ponsse provide forest machine maintenance services stora enso russian wood procurement operations,1
net sales revenue per passenger expected increase,2
october finnish metal products company componenta oyj hel cthv said yesterday net loss narrowed eurm first nine months eur period,2
survey conducted taloustutkimus sampo life shows companies badly prepared losing key staff members,0
win oems targeting develop wimax products,2
veracel preparing appeal issue asked court clarification judgement,1
impact cableway teleste net sales estimated eur million,1
huge bridge girders delivered site plant ylivieska finland,1
ramirent finland domestic unit machinery rental company ramirent oyj hel rmrv,1
net sales totalled eur million operating margin,1
according ceo matti karppinen frozen foods posted good result,2
order worth eur mn,1
february finnish broadband data communication systems provider teleste oyj hel tltv saw net profit jump eur last quarter eur period,2
first quarter sacanfil net sales totalled eur mn operating profit eur mn,1
adp news feb finnish broadband data communication systems solutions company teleste oyj hel tltv said today net profit decreased eur million usd eur million,0
optimization steel components heating process reduce energy consumption,2
risk exposure nonlife insurance moving month expenses function nonlife insurance excluding expenses investment management expenses services rendered nonlife insurance investment portfolio allocation,1
downloadable instruction sheet instructional video project ideas awardwinning everywhere punch tm window system found wwwfiskarscom,1
finnish power company fortum reports electricity generated without carbon dioxide emissions,1
value multiyear agreement eur mn year,1
example net sales increased first quarter ebitda increased negative eur mn first quarter,2
acquisition not frozen foods fish sector long synergies lnnen tehtaat businesses,1
fortum holds pct share capital pct voting rights company plans delist warsaw stock exchange,1
also finnish industry investment governmentowned investment company participate project,1
memorandum understanding cooperation finnish global chemical company kemira vietnam national chemicals group vinachem signed occasion,2
creating interfaces similar interactions real world enable experiences natural intuitive way modern games movies immersive use realistic graphics,1
according company addition normal seasonal fluctuation market situation weakened autumn,0
two sellers finnish national fund rd sitra oras invest oy also sold half shareholdings leaving pct pct company respectively,1
swedish subsidiary holds net smelter return nsr royalties two advanced copper projects northern sweden viscaria adak projects developed avalon minerals ltd asx avi,1
biggest sellers chain supermarkets finland organic pirkka tomatoes carrots eggs meat products,1
beers differ slightly mainstream beers,1
asiapacific region visa wave available malaysia taiwan south korea expanded japan southeast asia year jung added,2
marimekko group fullyear net sales estimated increase,2
atria launch campaign september promote campomos brand moscow market said,2
company employees annual sales approximately eurm,1
delivery start immediately june completed,1
first ship delayed estimated completed spring,0
helsinki october ssh communications security corp board directors information please contact tomi laamanen chairman tel distribution nasdaq omx helsinki ltd,1
route helsinki finland tallinn estonia cargo volumes increased cargo volumes finland sweden fell,1
subsidiary setting facility manufacturing highdensity interconnection printed circuit boards pcbs nokia special economic zone sriperumbudur near chennai,1
volume investments two phases project estimated usd mn eur mn,1
biggest challenge make piece look raw hansen said,1
hack extra nefarious tweets activated without clicked enough web surfers move mouse cursors,0
february elcoteq group sold st petersburg facility according unconfirmed information reason could supply problems russian customs service,0
pretax loss totalled eur mn compared loss eur mn corresponding period,0
comparable operating profit totaled eur mn eur mn,2
finnish wrtsil provides power solutions marine energy markets opened service centre murmansk russia,1
mursula said tried gather macroeconomic perspective see malaysia,1
alexandria va june michael g williams newbury park calif developed network device,1
february new wording identity documents act makes mobile id stateapproved electronic document february st entered force,1
eet alma media annual report scheduled published calendar week,1
mr koistinen joins nokia siemens networks held various senior sales management business development positions since,1
kesko pursues strategy healthy focused growth concentrating sales services consumercustomers,2
company pay dividend eur per share total eur mn,1
net sales surged eur teleste said eur sales came acquisitions made,2
narrows eur mo october finnish software hardware developer elektrobit oyj hel ebgv eb said today net loss narrowed eur first nine months eur period year ago,2
temporary layoffs affecting entire workforce also implemented,0
according scanfil president harri takanen scanfil investment activity proceeded according strategy several fronts,1
operating profit turnover ninemonth period increased respectively eur eur compared corresponding period year ago,2
change holdings accordance chapter section finnish securities markets act described,1
branches finland annual revenue finland,1
finnish investment group panostaja oyj said net profit went mln euro mln fiscal ended october mln euro mln period fiscal,2
hu offer discount selected books,1
warmly welcome satama states jussi lansio chairman board,2
reporting period company operating profit grew eur million,2
business gross written premiums eur net combined ratio staff total offices uk germany benelux,1
aspocomp group headquartered helsinki finland develops interconnection solutions electronics industry,1
daily graphic newspaper october reported initiative embarked upon fidelity bank partner ghana post offices across country offer financial services unbanked underbanked country,1
baltic pearl cjsc subsidiary shanghai foreign joint investment company developing project st petersburg comprising million square meters residential space two hospitals several schools nurseries,1
september finnish stationery gift retailer tiimari hel tiiv said today net sales rose yearonyear eur august driven growth finland demand baltics remained weak,2
earnings per share eps amounted eur eur,0
company makes garden tools scissors consumer goods said earnings boosted mln eur income received pct shareholding finnish engineering group wartsila,2
finnish suominen corporation makes wipes nonwovens flexible packaging plant near warsaw poland makes flexible packaging,1
moment approximately vianor sales offices russia,1
defences mature attackers develop trojans equipped content filters detect online banking activity capturing account details using methods form grabbing screen shots video captures keylogging injection form fields,1
finnish paints coatings company tikkurila oyj hel tikv announced today launch tikkurila prohouse method protection wooden surfaces via treatment ultra pro waterborne products,1
strand associates expanding madison corporate headquarters space add employees engineering firm,2
adp news feb finnish construction company lemminkainen oyj hel lems said today net profit decreased eur million usd eur million,0
okmetic silicon wafers part processing chain produces end products improve human interaction quality life,1
bluewin security available monthly subscription,1
technical indicators stock bullish sp gives nok positive stars buy ranking,2
unit costs flight operations fell percent,2
acquired business main asset mobile authentication signing solution branded tectia mobileid provides authentication web email sslvpn ms sharepoint tectia secure solutions applications resources,1
finnish consumer packaging manufacturer huhtamaki oyj said swung net profit mln euro mln first nine months net loss mln euro mln period,2
new arrangement customer responsibilities become mainly regional,1
end march company loans amounted eur mn,1
addition stake megafon telecominvest currently owns shares web plus st petersburg payphones telecom equipment producer peterservis number minor assets,1
cargotec corporation press release april pm finnish time cargotec macgregor business area providing marine cargo handling offshore load handling solutions received significant hatch cover orders bulk carriers,2
finnish cargo handling solutions company cargotec oyj said june acquire new zealand tailgates distributor zepro tailgate limited undisclosed sum,1
pretax profit rose eur mn eur mn,2
status agreed,1
eu commission said earlier fined thyssenkrupp united technologies corp otis schindler ag kone oyj total mln eur alleged cartel activity lift market going back twelve years,0
joint venture called nokia siemens networks comprised nokia network business group siemens carrierrelated operations creating estimated synergies billion euros billion nokia said,2
not seem enough hours day pekkarinen,1
sales billion last twelve months ending october stores states dollar general nation largest small box discount retailer,1
android app coming soon,1
group volunteers made digicel employees manage distribution next week distribute tents organizations digicel haiti ceo maarten boute said,1
linde acts responsibly towards shareholders business partners employees society environment every one business areas regions locations across globe,1
dirk jones head financial institutions client sales management gts citigroup inc said citi extremely pleased providing global custody services pohjola group bank,2
highest growth would china weakening demand would continue north america upm said,1
company said currently french distribution unit ragot located loudeac normandy distribution unit waterqueen line supplier tortue saint marcel midfrance hook manufacturing unit vmc hook distribution unit vmc europe morvillars,1
cdli highlights companies provided comprehensive response carbon disclosure project cdp information request,2
net profit eur million company paid dividend eur apiece,1
paper stocks among biggest fallers stora enso pct eur mreal pct eur upmkymmene pct lower eur,0
country germany sector constructionreal estate machineryengineering target caverion gmbh buyer yit oyj deal size usd type corporate acquisition status agreed,1
initial public offerings announced sweden year compared two period year earlier bloomberg data shows,1
stock exchange announcement july basware share subscriptions warrants increase share capital total shares subscribed basware warrant program,1
bank tokyomitsubishi ufj ltd acted agent loan,1
markets expecting poor performance company stock percent xac us early afternoon trading helsinki,2
incap estimates generate revenue mln euro mln indian operations,1
poorest index figure given finnish power company fortum,0
aspo group structure business operations continually developed without predefined schedules,1
finnish silicon wafers maker okmetic oyj said september invest total mln euro mln sensor wafer business,1
finnish automation solutions developer cencorp corporation omx helsinki cncv issued thursday september profit warning third quarter,0
fortum previously bought stateheld stake tgk rao ues reform,1
shares royal sun alliance continued slide back month high p last month potential suitor ruled takeover bid,0
januaryseptember finnlines net sales rose eur mn eur mn corresponding period,2
dec grimaldi acquired million shares percent stake finnlines,1
layoff talks first announced august,1
net sales decreased eur million eur million,0
finnish componenta published new longterm strategy period aim growing together customers,1
high winds also toppled three semitrailers north barstow,1
company part teleste video broadband solutions business area,1
firm october finnish lifting equipment maker konecranes oyj hel kcrv said today acquired us machine tool solutions unlimited cincinnati ohio undisclosed sum,2
kemira installation nordalu producing tons liquid solid aluminum waste per year,1
operating profit excluding nonrecurring items totalled eur mn eur mn corresponding period,0
spring total stock options b annulled,1
terms conditions stock option scheme available company internet pages wwwsanomacom,1
value orders eur mn,1
according sweden minister local government financial markets mats odell decision sell state shares telecom group teliasonera carried cooperation state finland,1
finnish talvivaara mining co hel tlvv said thursday picked bofa merrill lynch jpmorgan nyse jpm joint bookrunners planned issue convertible notes worth eurm usdm,1
customers wave cards front reader make payments similar touch go cards used transport systems,1
finnish laboratory liquid handling diagnostic test systems developer biohit oyj omx helsinki biobv issued tuesday june profit warning financial year,0
finnish investment company sponda conducting negotiations acquire business center dukat palace located center moscow london regional properties,1
emsa deputy chairman board juri lember told bns wednesday first time heard strike swedish side not informed estonian union yet,0
upm talking myllykoski creditor banks nordea sto nda nordic investment bank danske bank cph danske sampo bank deal paper said,1
new b shares carry right dividend shareholder rights effect today,1
total donation amount eur,1
total new citycon shares nominal value eur per share subscribed march exercising abc options based company stock option plan,1
inventors mukkavilli krishna kiran sabharwal ashutosh aazhang behnaam,1
divested company part tietoenator business area government manufacturing retail,1
overall pleased startup curve pleased quality paper stora spokeswoman patricia dietz said tuesday,2
adjustment measures carried phases secure delivery capability,1
founded finnair one world oldest airlines flies destinations fleet aircraft employing people,1
eps improved eur eur,2
svyturysutenos alus controlled nordic group baltic beverages holding bbh posted percent growth beer sales januaryseptember million liters,2
measures suominen corporation aims ensure competitiveness flexible packaging business long term,2
okmetic board directors also decided new share ownership program directed company top management,1
earnings per share loss eur,0
company established g base station feet foot mount everest enable mountain climbers foot summit surf internet even send videos exploits,2
company also said deployment danish g network continues expects cover danish population,1
proposal shareholders elect mr hannu krogerus board based long unrivalled experience knowledge matters related elcoteq,1
tiimari operates stores six countries including core finnish market generated turnover mln eur,1
according act universities acquire private funding,1
based calendar year combined company eur bn pro forma annual revenues expected start operations employees,1
also pct month volume weighted average price stock,2
established capman manages nordic buyout mezzanine technology life science real estate funds approximately euro billion billion total capital,1
pretax loss totaled eur mn compared loss eur mn first quarter,2
lieksaare oy earlier regarded control saarelainen oy individual shareholders shareholder agreement,1
compared ftse index rose points day relative price change,0
awkward thing use holding phone one hand,0
lights curfew curl latest bestseller treat eyes perfect reading light luceplan,1
q company result taxes continuing operations excluding nonrecurring items totalled eur mn compared eur mn corresponding period,0
latvenergo ordered significant expansion tekla xpower network information system,2
moscow metro wwwmosmetroru first metro system europe implement smart cards together new type magnetic card,1
new delhi july sahlberg teppo kallio timo mustonen tuomas real oyj espoo finland developed novel markings methods producing,1
pm omx helsinki index pct lower,0
elcoteq se europe largest contract electronics maker set unit bangalore association avista advisory mumbai,1
addition software development new design unit provide mechanical engineering electronics design,1
finnish steel maker rautaruukki oyj ruukki said july mln euro mln contract supply install steel superstructures partihallsforbindelsen bridge project gothenburg western sweden,2
one challenges oil production north sea scale formation plug pipelines halt production,0
