text,label
sponda plc stock exchange release december eur billion syndicated credit facility sponda sponda signed agreement oneyear syndicated credit facility total eur billion,0
stock exchange announcement july basware share subscriptions warrants increase share capital total shares subscribed basware warrant program,2
contract covers hdo platform ac cxe optical fttb nodes designed increase forward return path capacity transmission networks,0
new plant planned electricity generation capacity megawatts mw heat generation capacity,2
omx helsinki index pct helsinki cap portfolio index pct higher,0
sales growth cars considerably influence tires market,2
maximum new shares subscribed exercising b options stock option plan,2
result share issue number company shares increases shares share capital total eur,2
finnish real estate investor sponda plc said wednesday march signed agreements danske bank helsinki branch year eurm credit facility ilmarinen mutual pension insurance company year eurm credit facility,2
route helsinki finland tallinn estonia cargo volumes increased cargo volumes finland sweden fell,2
measures included increasing synergies economies scale within grimaldi group personnel adjustments divestments redelivery excess tonnage,2
rinkuskiai raised sales percent million liters sales kauno alus grew percent liters,0
telecomworldwire april tj group plc sells stake morning digital design oy finnish company tj group plc said friday april signed agreement selling shares morning digital design oy edita oyj,2
telecomworldwire april tj group plc sells stake morning digital design oy finnish company tj group plc said friday april signed agreement selling shares morning digital design oy edita oyj,0
new series shares become subject trading helsinki stock exchange main list together old series shares july,2
fuel purchase contracts signed three months delivery september november,2
tiimari operates stores six countries including core finnish market generated turnover mln eur,2
agreement biohit becomes focus supplier pipettors disposable pipettor tips vwr customers throughout europe,0
combination services enabling us offer complex strengthened service chain not limited baltic port connections also getting access world wide grimaldi network mediterranean africa north america says uwe bakosch,0
no blindspots coming vantage point allows investigators see whole story high resolution no unbroken video,2
company still expects turnover slightly increase level adding market predictability still poor trustworthy forecasts market development contract manufacturing business current year,0
acquisition considerably increase kemira sales market position russian metal industry coatings market,0
januaryseptember finnlines net sales rose eur mn eur mn corresponding period,0
adjusted changes group structure division net sales increased,0
change optimize operational efficiencies growing business said julia prohaska director marketing communications fiskars,0
would invest not physical infrastructure would also provide knowhow managing developing science technology parks said sunrise valley director andrius bagdonas,0
february finnish broadband data communication systems provider teleste oyj hel tltv saw net profit jump eur last quarter eur period,0
finnish aktia group operating profit rose eur mn first quarter eur mn first quarter,0
finnish bank land consolidated net operating profit increased eur mn first quarter eur mn first quarter,0
finnish financial group aktia reports operating profit eur mn januaryseptember eur mn corresponding period,0
finnish high technology provider vaahto group reports net sales eur mn accounting period september february increase year earlier,0
net sales finnish food industry company lnnen tehtaat continuing operations increased eur mn eur mn,0
individual promotion also generated slightly higherthanexpected revenues,0
biohit already services many current genesis customers customer base expected expand result agreement,0
operating profit turnover threemonth period increased respectively eur eur compared corresponding period,0
circulation revenue increased finland sweden,0
clothing chain seppl net sales increased eur mn,0
construction volumes meanwhile grow rate percent annually,0
finnish swedish construction markets still experiencing estimated annual growth,0
however biohit estimates total net sales continue grow favourable trends net sales lead profit,0
fiskars cash flow operating activities amounted eurm eurm previous year,0
lithuania operating profit rose eur eur corresponding period,0
fourth quarter net sales increased eur mn eur mn fourth quarter,0
international sales rose eur mn,0
kalmar espana generated net sales mln euro mln,2
net sales grew period xac million us million xac million,0
net sales increased eurm april june eurm year earlier,0
net sales rose yearonyear eur number chargers delivered went million pieces,0
net sales totaled eur mn eur mn corresponding period,0
nokia also noted average selling price handsets declined period though mobile phone profit margin rose percent percent yearago quarter,0
operating profit increased eur mn eur mn,0
operating profit margin increased,0
operating profit rose eur mn eur mn corresponding period,0
operating profit rose eur mn eur mn fourth quarter,0
operating profit eur mn eur mn,0
ramirent net sales second quarterended june euro million us million percent increase compared euro million thesecond quarter last year,0
revenue grew percent xac million million xac million,0
ruukki announced signed agreement aker solutions norway supply suction anchors september kalajoki unit finland,0
ruukki delivery volumes selling prices showed favourable development company comparable net sales grew yearonyear eurm ceo sakari tamminen said,0
sanoma magazines net sales estimated grow,0
bank forecasts finland gdp grow,0
circuit overall production rate weekly basis excess average tonnes per day volumes excess tonnes per day reached individual days,0
company consolidated operating profit amounted eur mn eur mn yearonyear,0
department store division reported increase sales per cent,0
fair value company investment properties grew eur billion end march eur million year ago,0
last quarter best quarter net sales operating margin rose,0
major breweries increased domestic beer sales per cent last year million litres million litres,0
transaction doubles tecnomens workforse adds fourth net sales,0
operating profit rose eur million,0
purchase cramo become second largest rental services provider latvian market,0
priority strengthen company balance sheet increase cash flow ceo hannu krook said,0
purchase operations part yit strategy expand offering building system services geographically,0
october finnish fishing tackle company rapala vmc corp hel rapv said today net profit rose eur first nine months eur period year earlier,0
structures bim building information modeling software tekla modelbased software provider adopted construction management delivery university project abu dhabi,2
according finnish metso minerals value company orders gone eur bn months,0
finnish aldata solution signed contract supply gold system two french retail chains,0
finnish bank land reports operating profit rose eur mn second quarter eur mn corresponding period,0
finnish financial group aktia operating profit increased eur mn eur mn,0
finnish forest machinery manufacturer ponsse net sales grew eur mn first quarter eur mn corresponding period,0
finnish kci konecranes raised net sales growth estimate,0
finnish okmetic manufactures processes silicon wafers semiconductor sensor industries norwegian solar wafer company norsun signed contract okmetic supply norsun mono silicon crystals use solar cell manufacturing,0
finnish pharmaceuticals company orion net sales rose eur mn first quarter eur mn first quarter,0
finnish ponsse signed agreement babcock africa distribution support ponsse forest machines harvester heads information systems south africa,0
south african sappi become largest foreign forest industry company operating finland result acquisition finnish mreal corporation graphic papers business unit,0
according deputy md pekka silvennoinen aim double turnover next three years,0
according hkscan finland plan increase jrvisuomen portti net sales eur mn eur mn,0
advertising circulation revenues grew respectively,0
takeover cramo become second largest rental services provider latvian market,0
significant sales increase russia,0
alma media expects net sales increase forecast previously,0
also lemminkinen profit accounting period went eur mn eur mn year ago,0
end march group order book eur mn corresponding period,0
time profit company increased h reached ls,0
aviation systems maintenance based kansas generated net sales usd million,2
besides increased share meat various sausages offering number new tastes grill products shish kebabs segment paavel said,0
operating profit net sales month period increased respectively eur eur compared financial year,0
operating profit net sales month period increased respectively eur eur compared financial year,0
operating profit net sales month period increased respectively eur eur compared,0
operating profit net sales month period increased respectively eur eur compared,0
operating profit net sales ninemonth period increased respectively compared corresponding period,0
operating profit net sales sixmonth period increased respectively eur eur compared corresponding period,0
operating profit net sales sixmonth period increased respectively eur eur compared corresponding period,0
operating profit net sales sixmonth period increased respectively eur eur compared corresponding period,0
operating profit net sales sixmonth period increased respectively eur eur compared corresponding period,0
operating profit net sales threemonth period increased respectively eur eur compared corresponding period,0
operating profit net sales threemonth period increased respectively eur eurm compared corresponding quarter,0
operating profit sales threemonth period increased respectively eur eur compared corresponding period,0
operating profit turnover ninemonth period increased respectively eur eur compared corresponding period year ago,0
operating profit turnover sixmonth period increased respectively eur eur compared corresponding period,0
operating profit turnover sixmonth period increased respectively eur eur compared corresponding period year ago,0
cargo volume grew,0
cargo volume increased approximately,0
comparable operating profit totaled eur mn eur mn,0
digia said consolidated net sales januaryjune eur period eur,0
diluted earnings per share eps rose eur eur,0
diluted earnings per share eps rose eur versus eur,0
diluted earnings per share eps rose eur eur,0
diluted earnings per share eps rose eur eur,0
diluted eps rose eur eur,0
ebit margin,0
editor note grimaldi generated bln euro bln turnover ansa reported may,2
eps quarter eur compared eur third quarter representing group net sales third quarter eur compared eur third quarter,0
eps continuing operations came eur,0
equity ratio compared third quarter net sales frozen foods business totaled eur third quarter,0
eur q may finnish textile clothing design company marimekko oyj hel mmov said today net profit rose eur first quarter eur corresponding period year earlier,0
finlandbased elcoteq se privately held provider electronics manufacturing services communications companies said thursday signed longterm manufacturing supply deal communications equipment company andrew corp,0
finnish cutlery hand tools maker fiskars oyj abp hel fisas said today net profit rose eur million usd third quarter eur million year earlier,0
finnish department store chain stockmann oyj abp net profit rose mln euro mln first nine months mln euro mln period,0
finnish lifting equipment maker konecranes oyj said july net profit rose mln euro mln first half mln euro mln period,0
finnish messaging solutions developer tecnomen corporation omx helsinki temv said thursday december received expansion order convergent charging solution latin america,0
finnish metal industry solutions supplier outotec oyj net profit rose mln euro mln first nine months mln euro mln period,0
finnish metal products company componenta oyj net profit rose mln euro mln first quarter mln euro mln period,0
finnish office supplies computer accessories dealer belttongroup plc said net profit rose mln euro mln mln euro mln,0
finnish security privacy software solutions developer stonesoft oyj said january preliminary sales stonegate products grew pct yearonyear mln euro mln fourth quarter,0
finnish silicon wafer technology company okmetic oyj omx helsinki okmv reported thursday august operating profit eur period januaryjune eur corresponding period,0
finnish software developer done solutions oyj said net profit increased mln euro mln mln euro mln,0
first quarter underlying operating profit rose mln eur mln year earlier,0
following acquisition relacom strengthen presence finland serving operators office market mobile fixed networks construction installation maintenance services,0
first nine months company net profit rose eurm eurm corresponding period,0
helsinki afx retail wholesale group kesko reported net sales mln eur february increase pct yearonyear,0
however net sales seen grown eur eur,0
however sales returned growth apriljune ceo pekka eloholma said,0
ragutis controlled finnish brewery reported percent rise beer sales million litres held percent market share,0
svyturysutenos alus controlled nordic group baltic beverages holding bbh posted percent growth beer sales januarymay million litres,0
contempus generated revenue nok approx,2
addition kone signed twoyear maintenance contract escalators,0
december alone members lithuanian brewers association sold total million liters beer increase percent sales million liters december,0
januaryseptember group net interest income increased eur mn eur mn januaryseptember,0
q bank land net interest income increased eur mn eur mn,0
sweden operating profit period review totaled eur mn corresponding period,0
fourth quarter orion net profit went yearonyear eurm,0
second quarter group net profit rose eur million eur million apriljune,0
second quarter group net profit rose eur eur apriljune,0
third quarter net sales increased yearonyear eur million comparable currency rates growth,0
third quarter net sales increased yearonyear eur comparable currency rates growth,0
incap estimates generate revenue mln euro mln indian operations,2
market share widened percent percent year earlier,0
total annual revenue comes mln zloty mln mln euro,2
kesko agro eesti retailer wholesaler grain agricultural warehousing machinery accessories net sales million euros increase onetenth preceding year,0
kesko car import retailing business vvauto saw sales grow pct,0
kone net sales rose yearonyear first nine months,0
adp news feb finnish management software solutions provider ixonos oyj hel xnsv said today net profit rose eur million usd eur million,0
adp news feb finnish solutions provider affecto oyj hel afev said today net profit rose eur million usd eur million,0
adp news feb finnish fishing tackle company rapala vmc corp hel rapv said today net profit rose eur million usd eur million,0
adp news nov finnish electronic measurement products solutions maker vaisala oyj omx vaias said today net profit rose eur million usd first nine months eur,0
adp news oct finnish lifting equipment maker konecranes oyj omx kcrv said today net profit rose eur million usd first nine months eur million,0
metso expects net sales increase comparable exchange rates,0
mreal generated turnover eur bn employees,2
neste oil corp signed longterm procurement contracts honkajoki oy findest protein oy owned finnish food manufacturers supply animal fat biodiesel production neste bcd porvoo finland refinery,0
net interest income increased eur mn eur mn,0
net interest income eur mn eur mn,0
net interest income eur mn eur mn,0
net sales vegetable oil business rose eur mn eur mn,0
nokia multimedia net sales totaled eur bn corresponding period,0
operating income rose eur mn eur mn,0
operating profit kauppalehti group rose eur mn eur mn marketplaces eur mn eur mn third quarter,0
operating profit rose eur mn eur mn,0
operating profit rose mln eur mln,0
operating profit rose eur mn eur mn corresponding period,0
operating profit rose eur mn eur corresponding period,0
operating profit rose eur mn eur mn corresponding period,0
operating profit rose eur mn eur mn corresponding period,0
operating profit rose eur mn eur mn,0
operating profit rose eur mn eur mn corresponding period,0
operating profit rose eur mn eur mn,0
operating profit rose eur mn eur mn,0
operating profit rose eur mn eur mn corresponding period,0
operating profit rose eur eur year earlier,0
operating profit surged eurm eur,0
operating profit totaled eur mn slightly eur mn corresponding period,0
operating profit totaled eur mn eur mn,0
operating profit eur mn eur mn,0
operating profit eur mn eur mn,0
order intake grew yearonyear yearonyear respectively eur million eur billion respective januaryseptember julyseptember periods,0
orders received grew yearonyear eurm,0
orion pharma operating profit increased,0
passenger volumes rose accounting period,0
passengerrelated revenue rose eur mn eur mn,0
press release october ruukki signed contract deliver install steel structures bridge kyronsalmi strait savonlinna finland,0
pretax profit rose eur mn eur mn corresponding period,0
pretax profit rose eur mn eur corresponding period,0
pretax profit rose eur mn eur mn,0
pretax profit totaled eur mn eur mn,0
previously company guided ebit sales growth pct pct respectively year,0
previously company estimated operating profit reach level,0
profit period totaled eur mn eur mn corresponding period,0
profit period eur mn eur mn,0
profit period eur mn eur mn,0
revenue grew percent xac billion us billion,0
revenue july september grew percent euro million year earlier company said thursday,0
revenues time grew percent million euros,0
ruukki signed contract deliver install steel structures bridge kyronsalmi strait savonlinna finland,0
sales latin america increased eur mn total mn mobile devices sold area representing increase corresponding period,0
sales clothing developed best,0
sanoma magazines finland net sales grew eur mn eur mn,0
satama net profit third quarter rose euro euro period,0
section regional news demand finnair asian traffic measured passenger kilometers august compare last year,0
svyturysutenos alus controlled nordic group baltic beverages holding bbh posted percent growth beer sales januaryseptember million liters,0
would increase estimated sales million last year,0
agreement expands tekla structures scope use bridge design,0
aim increase sales least one fifth,0
chain posted sales million euros full rise percent yearonyear,0
company expects net sales increase,0
company expects net sales first half reach previous year level,0
company process building new fleet placed orders pmax tankers dwt,0
company operating income ebit totalled eur mn eur mn yearonyear,0
eps outlook increased pct pct,0
fair value investment properties totaled eur mn eur mn,0
finnish government announced wednesday sold percent stake chemicals fertilizer group kemira oyj xac million us million sending company share price percent,0
firm generated sales mln eur,2
german company also signed code share agreement another oneworld member american airlines inc part usbased amr corp nyse amr,0
helsinkibased company also owns salomon atomic suunto brands said net profit rose percent three months dec xac million us million xac million year earlier,0
increase capital stock registered finnish trade register november,0
operating profit grain trading increased eur mn eur mn,0
stock rose second day wednesday bringing twoday rise gbx,0
stock rose third day tuesday bringing threeday rise gbx,0
transaction line aspo strategy expand baltic sea region eastern markets,0
transactions would increase earnings per share first quarter eur,0
recovery base metals prices increased demand metals china however,0
new representation extends comptel global presence total countries serving customers countries worldwide,0
tietoenator uses nokia intellisync mobile suite wireless email calendar device management capabilities company extend services customers,0
total operating revenue grew yearonyear eurm,0
vacon cash flow operations grew eur mn eur mn year ago,0
vacon supply drives ruselprom power range kw mw,2
also strengthen existing partnership cybercom says teleste cto esko myllyla,0
via satlan acquisition teleste plans expand market presence video services partner cable operators broadcasters iptv service providers,0
acquisition company expand offering north central south america said,0
extension new contract eight engines plant produce mw said,0
yit says acquisition part strategy expansion central eastern european markets,0
basware product sales grew strongly financial period percent,0
second quarter firstquarter growth net sales since third quarter said magnus rosen ramirent ceo,0
transaction strengthens position design branded goods said fiskars president ceo heikki allonen pointing two groups relatively overlapping operations,0
february finnish textile clothing company marimekko oyj hel mmov said today preliminary operating profit grew eur eur,0
finnish componenta published new longterm strategy period aim growing together customers,2
finnish larox signed contract talvivaara project delivery filters talvivaara nickel mine sotkamo finland,0
affecto expects net sales whole increase level reached eur million,0
cash flow operations rose eur mn eur mn,0
commission income rose eur mn eur mn,0
componenta objective agreement increase business existing production lines,0
earnings per share januaryjune eur increase yearonyear eur,0
earnings per share eps rose eur eur,0
elisa said mobile subscriptions grew percent mainly customers adopting socalled third generation mobile technology,0
eps quarter came eur eur year ago ahead forecast eur,0
eps grew eur eur,0
exports grew percent million liters,0
finnish investment group panostaja oyj said net profit went mln euro mln fiscal ended october mln euro mln period fiscal,0
finnish metal components supplier componenta oyj said net profit went mln euro mln mln euro mln,0
finnish silicon wafer technology company okmetic oyj omx helsinki okmv reported thursday october operating profit eur januaryseptember eur corresponding period,0
fiskars brands report net sales eur mn eur mn,0
geosentric oyj geosolutions business unit gypsii mobile digital lifestyle application geomobility social networking platform signed agreement nanjing mynet make gypsii mobile social networking platform available customers china mobile,0
helsinki afx outokumpu technology said signed mln eur agreement mongolia erdenet mining corporation engineering first hydrocopper plant built erdenet mine site,0
however proportion paid standing orders grew,0
addition demand finland export lining stone products also increased,0
januaryseptember group net sales continuing operations rose eur mn eur mn corresponding period,0
julyseptember yit net sales increased eur mn compared eur mn corresponding period,0
reporting period net sales rose yearonyear eur due business acquisitions realized first half effect eur review period,0
reporting period company operating profit grew eur million,0
last year net sales rose eur million eur million,0
last year company raised turnover approximately million litas eur mln million litas,0
adp news nov finnish ac drives manufacturer vacon oyj omx vacv said today set new representative offices romania ukraine serve growing markets eastern southeastern europe,0
marimekko group fullyear net sales estimated increase,0
net sales surged eur million,0
net sales went yearonyear eur million affected business acquisitions realized previous financial period effect eur million review period,0
nevertheless market share rose percent percent year earlier,0
nokia world largest mobile phone manufacturer china postel china largest mobile phone distributor longstanding partnership continues grow stronger time,0
octoberdecember sales mln eur pct increase year year,0
olvi controls percent stake ragutis le coq said annual report published earlier year lithuanian brewery sales reached million euros last year rise percent million euros,0
olvi expects sales market share increase first quarter,0
olvi target strengthen market share soft drinks mineral waters ciders long drinks energy drinks,2
operating profit increased eur mn eur mn corresponding period,0
operating profit asian plants grew markedly,0
operating profit totaled eur mn eur mn,0
operating profit totalled eur mn eur mn yearonyear,0
production capacity increase tonnes per year raw material continue recycled paper board,0
profit period increased eur mn eur mn,0
profit per share eur eur,0
return capital employed rose percentage points,0
revenue july september grew percent euro billion finnish company said thursday,0
revenue grew percent euro million us million euro million,0
ruukki order book end yearonyear quarteronquarter,0
ruukki signed contract norwegian company veidekke entreprenor,0
sales finland rose international growth,0
sales security system packaging increased slightly,0
stora enso thirdquarter pretax profit doubled eur mn,0
strongest growth seen new markets russia czech republic slovakia,0
airline ordered nine airbus aircraft deliveries becomes lead airline latest variant rollsroyce trent series engines called,0
company intensifying smelter operations increasing annual production capacity tonnes copper,0
company market share continued increase,0
company scheduled traffic measured revenue passenger kilometres rpk grew nearly passengers carried scheduled flights february,0
company said investments new market areas resulted sales increase sweden poland russia lithuania,0
disposal autotank also strengthen aspo capital structure commented gustav nyberg ceo aspo,0
earnings per share quarter came eur eur quarter year earlier,0
economic occupancy rate sponda property portfolio rose,0
finnish supplier bssoss vas telecom operators tecnotree received expansion orders worth total us mn convergent charging next generation messaging solutions latin america company announced without specifying operators placed orders,0
group month operating profit grew percent million euros,0
growth activeness talentum customers started end continued reporting period company stated,0
growth net sales first half compared first half,0
pretax profit group life insurance business increased eur million eur million,0
pretax profit group life insurance business increased eurm eurm,0
total delivery volume paper businesses tonnes tonnes,0
value firm forestry holdings increased sek bn,0
new deal strengthened partnership telemig celular tecnomen started since beginning telemig prepaid operations,0
turnover rose eurm eurm,0
xerox stora enso teamed tailor igen shortrun ondemand packaging market,0
yit construction town riihimki signed lease contract whereby town occupy travel centre office facilities,0
upgrade intended raise network capacity mhz mhz several cities enabling bidirectional services digital television well broadband data,0
finnish company stockmann signed contract company technopolis,2
according notice skandinaviska enskilda banken ab publ helsinki branch august divested total alma media shares ilkkayhtyma oyj kaleva kustannus oy conditions agreement made companies july fulfilled,2
previously announced geosentric oyj entered financing agreements lead investor june enabling company receive financing aggregate amount,2
time market automated liquid handling devices already larger pipettes according biohit,2
efore ceo reijo maihaniemi said company developed already delivered power supply units respective systems based technology chinese sector company zte corp,2
finnish talvivaara mining co hel tlvv said thursday picked bofa merrill lynch jpmorgan nyse jpm joint bookrunners planned issue convertible notes worth eurm usdm,2
lead production turn increase tonnes would twofold increase current capacity levels zahariev said,0
lemminkainen oyj said signed credit agreements nordea bank sto nda pohjola bank hel pohs sampo bank hel samas svenska handelsbanken sto shb,2
pohjola could increase stake,2
scandic feed also diversify tosno product portfolio,2
separately yit corporation austrian firm e ag last week signed agreement sale e building system service business germany austria poland czech republic hungary romania eur mln,0
agreement jm one series contracts teliasonera signed recent months residential construction real estate management companies sweden,2
company intends raise production capacity,0
estimated value contract eur vaisala headquartered helsinki finland develops manufactures electronic measurement systems meteorology environmental sciences traffic industry,2
mall part baltic pearl development project city st petersburg baltic pearl cjsc subsidiary shanghai foreign joint investment company developing homes people,2
new facility known technopolis pulkovo introduce russian market entirely new concept creating operating growing commerciallyfunded science technology park support growth knowledgeintensive companies,2
thereby company expand offering north central south america,0
members partners use mostly apparent increased efficiency results service observes perttu puro tradeka,0
vacon controls company via investment fund power fund eur usd,2
order included wartsila order book second quarter company added,2
management decided end increase cathode copper capacity,2
complete name shareholder otto henrik bernhard nyberg information amount shares transferred corresponds total number shares aspo plc,2
data processing unit collects data calculates rvr values provides data users via various interfaces,2
tinyurl link takes users scamming site promising users earn thousands dollars becoming google nasdaq goog cash advertiser,1
alexandria va march pertti salmi hanna vuolteenaho oulu finland sami viitasaari ii finland developed ornamental design handset us patent trademark office announced,2
alexandria va oct markka oksanen harald kaaja helsinki finland juha salokannel kangasala finland arto palin viiala finland developed system providing communications security,2
earlier reported nokian tyres building plant town vsevolozhsk russia leningrad region annual production capacity million tires,2
biohit inc expanded mline family pipettors addition new ml volume range,2
capman finnish alternative asset manager made acquisition helsinkifocused vehicle real estate fund fund bought sevenstory office built underwent refurbishment end,2
compared ftse index rose points day relative price change,1
compared ftse index rose points day relative price change,2
compared ftse index rose points day relative price change,1
deliveries start later volume increase years,2
finland nokian tyres kazakhstan ordabasy corporation signed agreement build plant astana produce car tires ordabasy chairman dinmukhamet idrisov said press conference,0
finnish business software group affectogenimap oyj said signed agreement acquire shares swedish sector company intellibis ab mln euro mln debtfree basis,0
finnish heatretaining fireplaces maker tulikivi oyj said august local tiled stoves utility ceramics subsidiary kermansavi oy merge tulikivi means absorption order streamline latest corporate structure,2
finnish silicon wafers manufacturer okmetic oyj said june signed agreement nordea bank finland plc local subsidiary swedish commercial bank nordea bank ab refinance okmetic syndicated bank facility amounts mln euro mln,0
furthermore bunge also sign licensing agreement sunnuntai carlshamn mejeri brands,0
german commerzbank ag hamburg branch us jp morgan nyse jpm participated arrangers dutch ing ams inga coarranger,2
april neste separated parent company finnish energy company fortum became listed helsinki stock exchange,2
russia raisio food division home market stretches way vladivostok,2
september finnish group agreed buy danish company rose poultry eur combination cash stock,0
increase number shares based option rights granted management company stock option plan,2
planning expand product portfolio harbor segment chief executive pekka lundmark told financial times deutschland,0
offices worldwide pct net sales generated outside finland,2
branches finland annual revenue finland,2
kaukotelko ltd press release telko group kaukotelko expanding strategic partnership bp industrial lubricants services bp ils acquiring total ownership bp swedish retail company moluballoy ab,0
milan afx italian shipping group grimaldi increased stake finnish company finnlines pct pct held june according news agency ansa,2
nokia messaging enables customers receive emails email accounts mobile phone supporting pop imap email services,2
production capacity rise gradually tonnes tonnes,0
ramirent danish subsidiary ramirent today signed agreement acquire business assets machinery rental company jydsk materiel udlejning located west jutland,0
share repurchase helsinki stock exchange behalf sampo plc danske bank helsinki branch,2
solidium picked tikkurila shares dividend book value eur per share,2
takoma carry transaction acquiring entire share capital moventas parkano oy runs factory parkano southern finland,2
agreement provide switch double converter capacity whilst opening manufacturing locations china,0
building owner developer sun hung kai properties group one largest property companies hong kong developing types premium residential commercial projects sale investment,2
companies aim finalize negotiations sign contracts start october,2
companies signed letter intent sale september envisaged seal actual agreement january,2
company also said november real estate fund ky signed agreement finnish window maker fenestra oy build window plant forssa southern finland,0
company committed expanding apollo portfolio,0
contract signed yesterday run five years includes twoyear extension option,2
contract covers installation training startup services,2
contract value amounts eurm company added,2
contracts signed acquire uranium produced sotkamo nickelzinc mine eastern finland owned talvivaara,0
expanded agreement covers sale marketing distribution benefon navigation locator devices china,2
omx nordic omxn index comprising traded nordic stocks nasdaq omx exchange closed points wednesday,0
